id,first_name,last_name,email,gender,creditcard_number,patient_id,patient_name,age,diagnosis_code,diagnosis_description,procedure_code,procedure_description,admission_date,discharge_date,total_cost
649,Lana,Shepton,lsheptoni0@dyndns.org,Genderqueer,4905602978363064317,649,Lana Shepton,34,Y92815,Train as the place of occurrence of the external cause,0CBR4ZX,"Excision of Epiglottis, Percutaneous Endoscopic Approach, Diagnostic",10/3/2022,8/15/2022,Yuan Renminbi
650,Donnie,Mawford,dmawfordi1@nasa.gov,Female,3560560092974442,650,Donnie Mawford,1,S62323,"Displaced fracture of shaft of third metacarpal bone, left hand",0SGK3ZZ,"Fusion of Right Metatarsal-Tarsal Joint, Percutaneous Approach",3/27/2020,4/2/2022,Ruble
651,Melany,Mottinelli,mmottinellii2@geocities.com,Female,3539055160091953,651,Melany Mottinelli,103,F15159,"Other stimulant abuse with stimulant-induced psychotic disorder, unspecified",B31M0ZZ,Fluoroscopy of Spinal Arteries using High Osmolar Contrast,2/7/2021,3/11/2020,Yuan Renminbi
652,Nerte,O'Gavin,nogavini3@ustream.tv,Female,5120799581173524,652,Nerte O'Gavin,79,T6402XD,"Toxic effect of aflatoxin, intentional self-harm, subsequent encounter",0N9M3ZX,"Drainage of Right Zygomatic Bone, Percutaneous Approach, Diagnostic",12/29/2021,8/3/2022,Yuan Renminbi
653,Jenda,Genney,jgenneyi4@artisteer.com,Female,5007667642551921,653,Jenda Genney,46,S68421D,"Partial traumatic amputation of right hand at wrist level, subsequent encounter",039N40Z,"Drainage of Left External Carotid Artery with Drainage Device, Percutaneous Endoscopic Approach",6/22/2022,1/26/2022,Dollar
654,Brady,MacMillan,bmacmillani5@mac.com,Male,6763181225223843,654,Brady MacMillan,35,S62627A,"Displaced fracture of medial phalanx of left little finger, initial encounter for closed fracture",6A9,"Extracorporeal Therapies, Physiological Systems, Shock Wave Therapy",3/29/2021,2/25/2021,Krona
655,Tallie,Wolledge,twolledgei6@webmd.com,Male,63043467401862964,655,Tallie Wolledge,48,M1008,"Idiopathic gout, vertebrae",07PK4JZ,"Removal of Synthetic Substitute from Thoracic Duct, Percutaneous Endoscopic Approach",2/20/2020,7/24/2021,Yen
656,Wittie,Pranger,wprangeri7@issuu.com,Agender,4041371779185626,656,Wittie Pranger,27,M21372,"Foot drop, left foot",0RGW0JZ,"Fusion of Right Finger Phalangeal Joint with Synthetic Substitute, Open Approach",4/12/2021,3/10/2020,Yuan Renminbi
657,Scarface,Eldritt,seldritti8@umn.edu,Male,490312191089709698,657,Scarface Eldritt,76,S21332D,"Puncture wound without foreign body of left front wall of thorax with penetration into thoracic cavity, subsequent encounter",03UC3KZ,"Supplement Left Radial Artery with Nonautologous Tissue Substitute, Percutaneous Approach",6/14/2020,3/11/2020,Yuan Renminbi
658,Lanna,Markson,lmarksoni9@yahoo.co.jp,Female,3538464703750771,658,Lanna Markson,12,T80919D,"Hemolytic transfusion reaction, unspecified incompatibility, unspecified as acute or delayed, subsequent encounter",0KTW4ZZ,"Resection of Left Foot Muscle, Percutaneous Endoscopic Approach",12/22/2022,8/27/2020,Euro
659,Jessalin,Tait,jtaitia@newsvine.com,Female,3579062347079589,659,Jessalin Tait,56,Y213,"Drowning and submersion after fall into swimming pool, undetermined intent",0BV93DZ,"Restriction of Lingula Bronchus with Intraluminal Device, Percutaneous Approach",12/10/2022,6/17/2020,Krona
660,Geraldine,Bourton,gbourtonib@latimes.com,Female,3564048227015808,660,Geraldine Bourton,38,T23301D,"Burn of third degree of right hand, unspecified site, subsequent encounter",B028Y0Z,"Computerized Tomography (CT Scan) of Cerebral Ventricle(s) using Other Contrast, Unenhanced and Enhanced",11/29/2022,11/16/2021,Euro
661,Dasie,Kirrage,dkirrageic@macromedia.com,Female,5007666724142252,661,Dasie Kirrage,35,S2751,Primary blast injury of thoracic trachea,06H14DZ,"Insertion of Intraluminal Device into Splenic Vein, Percutaneous Endoscopic Approach",9/15/2022,5/9/2020,Yuan Renminbi
662,Sydel,Hargreave,shargreaveid@soundcloud.com,Female,3573476464619371,662,Sydel Hargreave,110,S339,Sprain of unspecified parts of lumbar spine and pelvis,0SRS039,"Replacement of Left Hip Joint, Femoral Surface with Ceramic Synthetic Substitute, Cemented, Open Approach",2/15/2020,11/27/2020,Peso
663,Frans,MacLaughlin,fmaclaughlinie@bravesites.com,Male,3540410824315081,663,Frans MacLaughlin,37,K4120,"Bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent",10J00ZZ,"Inspection of Products of Conception, Open Approach",7/8/2020,5/29/2021,Euro
664,Micheline,McCroary,mmccroaryif@bbc.co.uk,Female,30501746390369,664,Micheline McCroary,34,S52042P,"Displaced fracture of coronoid process of left ulna, subsequent encounter for closed fracture with malunion",10H07YZ,"Insertion of Other Device into Products of Conception, Via Natural or Artificial Opening",1/27/2022,5/14/2020,Dollar
665,Karyl,Skinn,kskinnig@usnews.com,Female,3581122125594377,665,Karyl Skinn,115,M86079,"Acute hematogenous osteomyelitis, unspecified ankle and foot",04C43Z6,"Extirpation of Matter from Splenic Artery, Bifurcation, Percutaneous Approach",12/14/2021,2/21/2022,Naira
666,Katine,Sone,ksoneih@businessinsider.com,Female,337941166359157,666,Katine Sone,58,N602,Fibroadenosis of breast,0QRD4JZ,"Replacement of Right Patella with Synthetic Substitute, Percutaneous Endoscopic Approach",1/22/2022,11/13/2021,Baht
667,Grange,Escoffrey,gescoffreyii@fda.gov,Male,50382516404796573,667,Grange Escoffrey,63,K51018,Ulcerative (chronic) pancolitis with other complication,02RW47Z,"Replacement of Thoracic Aorta, Descending with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",8/22/2022,7/9/2020,Ruble
668,Bail,Giff,bgiffij@unblog.fr,Male,3555759643907383,668,Bail Giff,94,S209,Superficial injury of unspecified parts of thorax,B52HZ2Z,Computerized Tomography (CT Scan) of Bilateral Pelvic (Iliac) Veins using Intravascular Optical Coherence,11/11/2021,2/11/2020,Yuan Renminbi
669,Tony,Kienlein,tkienleinik@com.com,Genderfluid,561012490693192908,669,Tony Kienlein,102,S8266XR,"Nondisplaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",03NJ0ZZ,"Release Left Common Carotid Artery, Open Approach",10/10/2022,12/26/2020,Ringgit
670,Merla,McEvay,mmcevayil@stumbleupon.com,Female,6767424893595825674,670,Merla McEvay,12,T17510S,"Gastric contents in bronchus causing asphyxiation, sequela",0QWD45Z,"Revision of External Fixation Device in Right Patella, Percutaneous Endoscopic Approach",3/22/2020,10/18/2020,Euro
671,Betti,Welchman,bwelchmanim@csmonitor.com,Female,30013249898260,671,Betti Welchman,30,T2060XD,"Corrosion of second degree of head, face, and neck, unspecified site, subsequent encounter",0KXT4Z2,"Transfer Left Lower Leg Muscle with Skin and Subcutaneous Tissue, Percutaneous Endoscopic Approach",5/18/2021,4/9/2021,Rupiah
672,Mario,O'Concannon,moconcannonin@naver.com,Male,6331106697745414,672,Mario O'Concannon,34,M84622K,"Pathological fracture in other disease, left humerus, subsequent encounter for fracture with nonunion",B31L010,"Fluoroscopy of Intercostal and Bronchial Arteries using High Osmolar Contrast, Laser Intraoperative",11/1/2021,7/30/2022,Euro
673,Wittie,Deschelle,wdeschelleio@istockphoto.com,Male,201887068774683,673,Wittie Deschelle,73,S061X7S,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela",05V50CZ,"Restriction of Right Subclavian Vein with Extraluminal Device, Open Approach",8/11/2020,11/30/2020,Dollar
674,Roslyn,Chasteney,rchasteneyip@vkontakte.ru,Female,67634108815165471,674,Roslyn Chasteney,53,V331XXD,"Passenger in three-wheeled motor vehicle injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",0BWT02Z,"Revision of Monitoring Device in Diaphragm, Open Approach",1/23/2020,3/28/2020,Denar
675,Carlye,Middlemiss,cmiddlemissiq@toplist.cz,Female,3569097062902971,675,Carlye Middlemiss,17,S62161G,"Displaced fracture of pisiform, right wrist, subsequent encounter for fracture with delayed healing",2W5RX6Z,Removal of Pressure Dressing on Left Lower Leg,1/22/2021,11/9/2021,Euro
676,Ivy,De Banke,ideir@amazonaws.com,Female,5641820425204125,676,Ivy De Banke,89,S63426,Traumatic rupture of palmar ligament of right little finger at metacarpophalangeal and interphalangeal joint,DW034ZZ,"Beam Radiation of Abdomen using Heavy Particles (Protons,Ions)",11/25/2020,9/26/2022,Rupiah
677,Gwenore,Titterrell,gtitterrellis@oakley.com,Female,3576403210219618,677,Gwenore Titterrell,80,S70271S,"Other superficial bite of hip, right hip, sequela",00984ZX,"Drainage of Basal Ganglia, Percutaneous Endoscopic Approach, Diagnostic",1/8/2021,3/28/2020,Dollar
678,Mathian,Jamme,mjammeit@discuz.net,Male,201773927486679,678,Mathian Jamme,93,S81059D,"Open bite, unspecified knee, subsequent encounter",0JR637Z,"Replacement of Chest Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Percutaneous Approach",4/2/2021,5/3/2020,Colon
679,Thibaut,Gylle,tgylleiu@freewebs.com,Male,5002352173476641,679,Thibaut Gylle,5,T22391D,"Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter",3E0V3BZ,"Introduction of Local Anesthetic into Bones, Percutaneous Approach",8/19/2022,4/1/2020,Euro
680,Skippie,Swinford,sswinfordiv@cyberchimps.com,Male,5002352089858965,680,Skippie Swinford,56,G971,Other reaction to spinal and lumbar puncture,B42FYZZ,Computerized Tomography (CT Scan) of Right Lower Extremity Arteries using Other Contrast,1/10/2020,3/12/2021,Rupiah
681,Ronnie,Macquire,rmacquireiw@businesswire.com,Female,3578925021620947,681,Ronnie Macquire,80,Y35493S,"Legal intervention involving other sharp objects, suspect injured, sequela",0F1D0D3,"Bypass Pancreatic Duct to Duodenum with Intraluminal Device, Open Approach",10/15/2021,5/26/2021,Ruble
682,Filbert,Bouda,fboudaix@tripod.com,Male,201491580088936,682,Filbert Bouda,59,T495X4A,"Poisoning by ophthalmological drugs and preparations, undetermined, initial encounter",0D1N8K4,"Bypass Sigmoid Colon to Cutaneous with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",6/3/2020,4/19/2020,Yen
683,Winni,Dudny,wdudnyiy@dailymotion.com,Female,5602227034761569,683,Winni Dudny,8,T43213A,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, assault, initial encounter",0BWT80Z,"Revision of Drainage Device in Diaphragm, Via Natural or Artificial Opening Endoscopic",8/29/2020,6/22/2022,Yuan Renminbi
684,Maribel,Speakman,mspeakmaniz@constantcontact.com,Female,344925768111422,684,Maribel Speakman,71,H25033,"Anterior subcapsular polar age-related cataract, bilateral",0HCRXZZ,"Extirpation of Matter from Toe Nail, External Approach",8/21/2022,8/15/2021,Real
685,Meriel,MacArte,mmacartej0@devhub.com,Female,5602257901317351,685,Meriel MacArte,65,S31122,"Laceration of abdominal wall with foreign body, epigastric region without penetration into peritoneal cavity",0UF93ZZ,"Fragmentation in Uterus, Percutaneous Approach",8/8/2020,8/11/2022,Krona
686,Abbie,Scheffler,aschefflerj1@netlog.com,Female,3587142608689670,686,Abbie Scheffler,48,S9903,Salter-Harris Type III physeal fracture of calcaneus,0BC24ZZ,"Extirpation of Matter from Carina, Percutaneous Endoscopic Approach",6/10/2020,7/19/2021,Yuan Renminbi
687,Erasmus,Schwieso,eschwiesoj2@google.com,Male,3586555438797390,687,Erasmus Schwieso,33,T85591,Other mechanical complication of esophageal anti-reflux device,0QPJ4KZ,"Removal of Nonautologous Tissue Substitute from Right Fibula, Percutaneous Endoscopic Approach",2/17/2020,8/18/2022,Tugrik
688,Corette,Wynrehame,cwynrehamej3@hao123.com,Female,3549029494654172,688,Corette Wynrehame,105,S8256,Nondisplaced fracture of medial malleolus of unspecified tibia,0WH,"Anatomical Regions, General, Insertion",10/19/2021,11/22/2022,Leone
689,Sergeant,Lathbury,slathburyj4@narod.ru,Male,3569930200107923,689,Sergeant Lathbury,111,V491,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,03130ZC,"Bypass Right Subclavian Artery to Bilateral Lower Leg Artery, Open Approach",11/9/2021,12/9/2020,Baht
690,Dawna,McNicol,dmcnicolj5@e-recht24.de,Female,3586045927935214,690,Dawna McNicol,7,H402231,"Chronic angle-closure glaucoma, bilateral, mild stage",0RG70A1,"Fusion of 2 to 7 Thoracic Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach",11/23/2020,6/27/2021,Euro
691,Iorgos,Hagstone,ihagstonej6@prweb.com,Male,3540195657879879,691,Iorgos Hagstone,71,S42294S,"Other nondisplaced fracture of upper end of right humerus, sequela",0SW935Z,"Revision of External Fixation Device in Right Hip Joint, Percutaneous Approach",4/7/2022,10/28/2021,Peso
692,Gabie,Hake,ghakej7@alibaba.com,Male,4905314584524000221,692,Gabie Hake,68,M545,Low back pain,047J476,"Dilation of Left External Iliac Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",10/9/2020,11/4/2022,Koruna
693,Adham,Langstaff,alangstaffj8@icq.com,Male,30415714747924,693,Adham Langstaff,2,S25102A,"Unspecified injury of left innominate or subclavian artery, initial encounter",0RHD48Z,"Insertion of Spacer into Left Temporomandibular Joint, Percutaneous Endoscopic Approach",10/17/2020,7/17/2020,Yuan Renminbi
694,Cloris,Bolley,cbolleyj9@reference.com,Female,342118001472221,694,Cloris Bolley,79,L97413,Non-pressure chronic ulcer of right heel and midfoot with necrosis of muscle,06BN3ZX,"Excision of Left Femoral Vein, Percutaneous Approach, Diagnostic",8/30/2022,8/31/2020,Franc
695,Sadye,Furphy,sfurphyja@wsj.com,Agender,5540117760518637,695,Sadye Furphy,108,S63689A,"Other sprain of unspecified thumb, initial encounter",0L9R30Z,"Drainage of Left Knee Tendon with Drainage Device, Percutaneous Approach",8/21/2022,8/28/2021,Forint
696,Marrilee,Anstie,manstiejb@histats.com,Non-binary,5602258797414658,696,Marrilee Anstie,95,S72352S,"Displaced comminuted fracture of shaft of left femur, sequela",0BU84KZ,"Supplement Left Upper Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",10/22/2020,4/3/2020,Yuan Renminbi
697,Alyce,Upcraft,aupcraftjc@ted.com,Female,3588998406678002,697,Alyce Upcraft,120,K72,"Hepatic failure, not elsewhere classified",B32TZZZ,Computerized Tomography (CT Scan) of Left Pulmonary Artery,12/8/2022,6/28/2020,Hryvnia
698,Galen,Lindores,glindoresjd@harvard.edu,Male,5610735878061219,698,Galen Lindores,109,S62501B,"Fracture of unspecified phalanx of right thumb, initial encounter for open fracture",B50N1ZZ,Plain Radiography of Left Upper Extremity Veins using Low Osmolar Contrast,3/28/2020,2/16/2020,Dong
699,Murdoch,Godridge,mgodridgeje@multiply.com,Male,5602238721930813,699,Murdoch Godridge,45,T2640,"Burn of unspecified eye and adnexa, part unspecified",0T130K8,"Bypass Right Kidney Pelvis to Colon with Nonautologous Tissue Substitute, Open Approach",5/24/2020,2/12/2021,Yuan Renminbi
700,Charlotta,MacKnockiter,cmacknockiterjf@slideshare.net,Female,3541043130507114,700,Charlotta MacKnockiter,96,S62600G,"Fracture of unspecified phalanx of right index finger, subsequent encounter for fracture with delayed healing",0PU94KZ,"Supplement Right Clavicle with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",10/24/2021,10/3/2022,Euro
701,Tommie,Thunderman,tthundermanjg@theglobeandmail.com,Female,6392986980508637,701,Tommie Thunderman,1,W5601,Bitten by dolphin,04H34DZ,"Insertion of Intraluminal Device into Hepatic Artery, Percutaneous Endoscopic Approach",12/27/2020,12/21/2020,Ruble
702,Alden,Sole,asolejh@hexun.com,Male,374283267617108,702,Alden Sole,118,S37439A,"Laceration of ovary, unspecified, initial encounter",02BR0ZZ,"Excision of Left Pulmonary Artery, Open Approach",6/18/2021,1/14/2020,Peso
703,Yankee,Bodle,ybodleji@hexun.com,Genderfluid,201407540195546,703,Yankee Bodle,34,S82102M,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with nonunion",0UTC4ZZ,"Resection of Cervix, Percutaneous Endoscopic Approach",5/22/2021,3/15/2021,Euro
704,Laurens,Ferrige,lferrigejj@macromedia.com,Genderfluid,4844672191734928,704,Laurens Ferrige,45,D210,"Benign neoplasm of connective and other soft tissue of head, face and neck",047507Z,"Dilation of Superior Mesenteric Artery with Four or More Drug-eluting Intraluminal Devices, Open Approach",5/20/2020,9/28/2022,Ruble
705,Gib,Nitto,gnittojk@tumblr.com,Genderqueer,3548189421629100,705,Gib Nitto,114,M90611,"Osteitis deformans in neoplastic diseases, right shoulder",0K9K00Z,"Drainage of Right Abdomen Muscle with Drainage Device, Open Approach",4/11/2021,4/29/2020,Rupiah
706,Fulvia,Craddock,fcraddockjl@oracle.com,Female,4508614055373044,706,Fulvia Craddock,68,S32048S,"Other fracture of fourth lumbar vertebra, sequela",047Y346,"Dilation of Lower Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",1/8/2021,5/25/2020,Krona
707,Phineas,Deneve,pdenevejm@hibu.com,Male,3547989504938968,707,Phineas Deneve,117,S2415,Other incomplete lesions of thoracic spinal cord,03U80JZ,"Supplement Left Brachial Artery with Synthetic Substitute, Open Approach",3/4/2022,5/30/2022,Rial
708,Jammal,Delue,jdeluejn@shutterfly.com,Male,3561861803767284,708,Jammal Delue,65,M25632,"Stiffness of left wrist, not elsewhere classified",02733D6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Intraluminal Device, Percutaneous Approach",11/8/2021,4/26/2020,Peso
709,Neil,Dartnall,ndartnalljo@nifty.com,Male,3531718150284775,709,Neil Dartnall,70,M86522,"Other chronic hematogenous osteomyelitis, left humerus",047T06Z,"Dilation of Right Peroneal Artery with Three Drug-eluting Intraluminal Devices, Open Approach",7/23/2022,10/31/2021,Yuan Renminbi
710,Stephannie,Guilloton,sguillotonjp@plala.or.jp,Female,3539972473212342,710,Stephannie Guilloton,57,S99921A,"Unspecified injury of right foot, initial encounter",0YQF4ZZ,"Repair Right Knee Region, Percutaneous Endoscopic Approach",7/17/2020,7/19/2022,Zloty
711,Padriac,Izkovitz,pizkovitzjq@ning.com,Genderqueer,4903789272947316,711,Padriac Izkovitz,16,S42341D,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing",0RP64JZ,"Removal of Synthetic Substitute from Thoracic Vertebral Joint, Percutaneous Endoscopic Approach",4/30/2022,6/16/2021,Forint
